,Player,Game,Pts*,XPA,XPM,FGA,FGM,50+,Week,Position,Year,Target
28,Robbie Gould,SF@SEA,3.0,3,3,1,0,0,15,K,2022,13.0
29,Wil Lutz,ATL@NO,3.0,3,3,0,0,0,15,K,2022,5.0
30,Randy Bullock,TEN@LAC,2.0,2,2,1,0,0,15,K,2022,2.0
31,Cairo Santos,PHI@CHI,2.0,3,2,0,0,0,15,K,2022,7.0
0,Matt Gay,DEN@LA,19.0,6,6,3,3,2,16,K,2022,4.0
1,Brett Maher,PHI@DAL,16.0,4,4,4,4,0,16,K,2022,9.0
2,Mason Crosby,GB@MIA,14.0,2,2,4,4,0,16,K,2022,13.0
3,Matt Prater,TB@ARI,14.0,1,1,3,3,2,16,K,2022,15.0
4,Robbie Gould,WAS@SF,13.0,4,4,3,3,0,16,K,2022,13.0
5,Riley Patterson,JAX@NYJ,13.0,1,1,5,4,0,16,K,2022,9.0
6,Eddy Pineiro,DET@CAR,13.0,4,4,3,3,0,16,K,2022,6.0
7,Ryan Succop,TB@ARI,13.0,1,1,4,4,0,16,K,2022,4.0
8,Graham Gano,NYG@MIN,12.0,1,1,3,3,1,16,K,2022,8.0
9,Greg Joseph,NYG@MIN,11.0,3,3,2,2,1,16,K,2022,5.0
10,Jake Elliott,PHI@DAL,10.0,4,4,2,2,0,16,K,2022,6.0
11,Younghoe Koo,ATL@BAL,9.0,0,0,3,3,0,16,K,2022,8.0
12,Justin Tucker,ATL@BAL,9.0,0,0,4,3,0,16,K,2022,9.0
13,Cameron Dicker,LAC@IND,8.0,2,2,2,2,0,16,K,2022,7.0
14,Brandon McManus,DEN@LA,8.0,0,0,2,2,1,16,K,2022,6.0
15,Jason Sanders,GB@MIA,8.0,2,2,3,2,0,16,K,2022,3.0
16,Chris Boswell,LV@PIT,7.0,1,1,4,2,0,16,K,2022,12.0
17,Ka'imi Fairbairn,HOU@TEN,7.0,1,1,2,2,0,16,K,2022,5.0
18,Cairo Santos,BUF@CHI,7.0,1,1,2,2,0,16,K,2022,4.0
19,Harrison Butker,SEA@KC,6.0,3,3,1,1,0,16,K,2022,3.0
20,Michael Badgley,DET@CAR,5.0,2,2,1,1,0,16,K,2022,11.0
21,Wil Lutz,NO@CLE,5.0,2,2,1,1,0,16,K,2022,10.0
22,Daniel Carlson,LV@PIT,4.0,1,1,1,1,0,16,K,2022,12.0
23,Evan McPherson,CIN@NE,4.0,2,1,2,1,0,16,K,2022,9.0
24,Jason Myers,SEA@KC,4.0,1,1,1,1,0,16,K,2022,11.0
25,Cade York,NO@CLE,4.0,1,1,1,1,0,16,K,2022,6.0
26,Tyler Bass,BUF@CHI,3.0,4,3,1,0,0,16,K,2022,5.0
27,Chase McLaughlin,LAC@IND,3.0,0,0,1,1,0,16,K,2022,4.0
28,Greg Zuerlein,JAX@NYJ,3.0,0,0,1,1,0,16,K,2022,6.0
29,Randy Bullock,HOU@TEN,2.0,2,2,0,0,0,16,K,2022,7.0
30,Joey Slye,WAS@SF,2.0,2,2,0,0,0,16,K,2022,4.0
31,Nick Folk,CIN@NE,0.0,2,0,0,0,0,16,K,2022,5.0
0,Matt Prater,ARI@ATL,15.0,1,1,5,4,1,17,K,2022,1.0
1,Mason Crosby,MIN@GB,13.0,5,5,2,2,1,17,K,2022,10.0
2,Robbie Gould,SF@LV,13.0,4,4,4,3,0,17,K,2022,8.0
3,Chris Boswell,PIT@BAL,12.0,1,1,4,3,1,17,K,2022,8.0
4,Daniel Carlson,SF@LV,12.0,4,4,2,2,1,17,K,2022,9.0
5,Michael Badgley,CHI@DET,11.0,5,5,2,2,0,17,K,2022,8.0
6,Jason Myers,NYJ@SEA,11.0,2,2,4,3,0,17,K,2022,13.0
7,Wil Lutz,NO@PHI,10.0,2,2,2,2,1,17,K,2022,1.0
8,Brett Maher,DAL@TEN,9.0,3,3,2,2,0,17,K,2022,0.0
9,Riley Patterson,JAX@HOU,9.0,4,4,1,1,1,17,K,2022,8.0
10,Justin Tucker,PIT@BAL,9.0,1,1,2,2,1,17,K,2022,12.0
11,Graham Gano,IND@NYG,8.0,5,5,1,1,0,17,K,2022,4.0
12,Younghoe Koo,ARI@ATL,8.0,2,2,2,2,0,17,K,2022,14.0
13,Randy Bullock,DAL@TEN,7.0,1,1,2,2,0,17,K,2022,12.0
14,Cameron Dicker,LA@LAC,7.0,4,4,1,1,0,17,K,2022,8.0
15,Jake Elliott,NO@PHI,6.0,1,1,1,1,1,17,K,2022,20.0
16,Brandon McManus,DEN@KC,6.0,3,3,1,1,0,17,K,2022,7.0
17,Eddy Pineiro,CAR@TB,6.0,3,3,1,1,0,17,K,2022,4.0
18,Cade York,CLE@WAS,6.0,3,3,1,1,0,17,K,2022,2.0
19,Greg Zuerlein,NYJ@SEA,6.0,0,0,3,2,0,17,K,2022,6.0
20,Ka'imi Fairbairn,JAX@HOU,5.0,0,0,1,1,1,17,K,2022,6.0
21,Nick Folk,MIA@NE,5.0,3,2,1,1,0,17,K,2022,5.0
22,Greg Joseph,MIN@GB,5.0,2,2,3,1,0,17,K,2022,13.0
23,Matt Gay,LA@LAC,4.0,1,1,1,1,0,17,K,2022,10.0
24,Chase McLaughlin,IND@NYG,4.0,1,1,2,1,0,17,K,2022,9.0
25,Cairo Santos,CHI@DET,4.0,1,1,1,1,0,17,K,2022,1.0
26,Joey Slye,CLE@WAS,4.0,1,1,1,1,0,17,K,2022,8.0
27,Ryan Succop,CAR@TB,4.0,2,1,3,1,0,17,K,2022,5.0
28,Harrison Butker,DEN@KC,3.0,3,3,1,0,0,17,K,2022,7.0
29,Jason Sanders,MIA@NE,3.0,3,3,1,0,0,17,K,2022,11.0
0,Jake Elliott,NYG@PHI,20.0,1,1,5,5,2,18,K,2022,17.0
1,Younghoe Koo,TB@ATL,14.0,3,3,3,3,1,18,K,2022,6.0
2,Greg Joseph,MIN@CHI,13.0,3,2,3,3,1,18,K,2022,5.0
3,Jason Myers,LA@SEA,13.0,1,1,5,4,0,18,K,2022,7.0
4,Randy Bullock,TEN@JAX,12.0,1,1,3,3,1,18,K,2022,5.0
5,Justin Tucker,BAL@CIN,12.0,1,1,3,3,1,18,K,2022,5.0
6,Jason Sanders,NYJ@MIA,11.0,0,0,3,3,1,18,K,2022,12.0
7,Mason Crosby,DET@GB,10.0,1,1,4,3,0,18,K,2022,7.0
8,Matt Gay,LA@SEA,10.0,1,1,3,3,0,18,K,2022,3.0
9,Daniel Carlson,KC@LV,9.0,1,1,2,2,1,18,K,2022,5.0
10,Chase McLaughlin,HOU@IND,9.0,4,4,1,1,1,18,K,2022,10.0
11,Evan McPherson,BAL@CIN,9.0,3,3,2,2,0,18,K,2022,3.0
12,Michael Badgley,DET@GB,8.0,2,2,3,2,0,18,K,2022,6.0
13,Chris Boswell,CLE@PIT,8.0,2,2,2,2,0,18,K,2022,1.0
14,Cameron Dicker,LAC@DEN,8.0,2,2,2,2,0,18,K,2022,12.0
15,Robbie Gould,ARI@SF,8.0,5,5,1,1,0,18,K,2022,
16,Riley Patterson,TEN@JAX,8.0,2,2,2,2,0,18,K,2022,3.0
17,Joey Slye,DAL@WAS,8.0,3,2,4,2,0,18,K,2022,8.0
18,Harrison Butker,KC@LV,7.0,4,4,1,1,0,18,K,2022,8.0
19,Brandon McManus,LAC@DEN,7.0,4,4,1,1,0,18,K,2022,7.0
20,Ka'imi Fairbairn,HOU@IND,6.0,3,3,1,1,0,18,K,2022,9.0
21,Greg Zuerlein,NYJ@MIA,6.0,0,0,3,2,0,18,K,2022,10.0
22,Tyler Bass,NE@BUF,5.0,5,5,0,0,0,18,K,2022,12.0
23,Nick Folk,NE@BUF,5.0,2,2,1,1,0,18,K,2022,17.0
24,Ryan Succop,TB@ATL,5.0,2,2,1,1,0,18,K,2022,
25,Graham Gano,NYG@PHI,4.0,1,1,1,1,0,18,K,2022,0.0
26,Eddy Pineiro,CAR@NO,4.0,1,1,1,1,0,18,K,2022,4.0
27,Cade York,CLE@PIT,2.0,2,2,0,0,0,18,K,2022,
28,Wil Lutz,CAR@NO,1.0,1,1,2,0,0,18,K,2022,4.0
29,Matt Prater,ARI@SF,1.0,2,1,0,0,0,18,K,2022,12.0
30,Cairo Santos,MIN@CHI,1.0,1,1,0,0,0,18,K,2022,6.0
31,Brett Maher,DAL@WAS,0.0,1,0,0,0,0,18,K,2022,14.0
0,Jake Elliott,PHI@NE,17.0,2,1,4,4,2,1,K,2023,12.0
1,Nick Folk,TEN@NO,17.0,0,0,5,5,1,1,K,2023,9.0
2,Brett Maher,LA@SEA,14.0,3,3,5,3,1,1,K,2023,11.0
3,Tyler Bass,BUF@NYJ,12.0,1,1,3,3,1,1,K,2023,8.0
4,Cameron Dicker,MIA@LAC,12.0,4,4,2,2,1,1,K,2023,10.0
5,Blake Grupe,TEN@NO,12.0,1,1,3,3,1,1,K,2023,8.0
6,Jake Moody,SF@PIT,12.0,3,3,3,3,0,1,K,2023,14.0
7,Matt Prater,ARI@WAS,12.0,1,1,3,3,1,1,K,2023,8.0
8,Jason Sanders,MIA@LAC,12.0,4,3,3,3,0,1,K,2023,6.0
9,Brandon Aubrey,DAL@NYG,10.0,5,4,2,2,0,1,K,2023,18.0
10,Anders Carlson,GB@CHI,10.0,5,5,1,1,1,1,K,2023,6.0
11,Dustin Hopkins,CIN@CLE,10.0,1,1,3,3,0,1,K,2023,8.0
12,Chase McLaughlin,TB@MIN,10.0,2,2,2,2,1,1,K,2023,9.0
13,Greg Zuerlein,BUF@NYJ,10.0,1,1,3,3,0,1,K,2023,6.0
14,Ka'imi Fairbairn,HOU@BAL,9.0,0,0,3,3,0,1,K,2023,8.0
15,Harrison Butker,DET@KC,8.0,2,2,2,2,0,1,K,2023,5.0
16,Joey Slye,ARI@WAS,8.0,2,2,2,2,0,1,K,2023,9.0
17,Brandon McManus,JAX@IND,7.0,4,4,1,1,0,1,K,2023,9.0
18,Jason Myers,LA@SEA,7.0,1,1,3,2,0,1,K,2023,7.0
19,Younghoe Koo,CAR@ATL,6.0,3,3,1,1,0,1,K,2023,13.0
20,Cairo Santos,GB@CHI,6.0,0,0,2,2,0,1,K,2023,7.0
21,Daniel Carlson,LV@DEN,5.0,2,2,1,1,0,1,K,2023,4.0
22,Greg Joseph,TB@MIN,5.0,2,2,1,1,0,1,K,2023,4.0
23,Justin Tucker,HOU@BAL,5.0,2,2,1,1,0,1,K,2023,9.0
24,Wil Lutz,LV@DEN,4.0,2,1,2,1,0,1,K,2023,9.0
25,Eddy Pineiro,CAR@ATL,4.0,1,1,1,1,0,1,K,2023,13.0
26,Matt Gay,JAX@IND,3.0,3,3,0,0,0,1,K,2023,7.0
27,Evan McPherson,CIN@CLE,3.0,0,0,2,1,0,1,K,2023,6.0
28,Riley Patterson,DET@KC,3.0,3,3,0,0,0,1,K,2023,7.0
29,Chad Ryland,PHI@NE,2.0,2,2,0,0,0,1,K,2023,5.0
30,Chris Boswell,SF@PIT,1.0,1,1,0,0,0,1,K,2023,12.0
31,Graham Gano,DAL@NYG,0.0,0,0,2,0,0,1,K,2023,7.0
0,Brandon Aubrey,NYJ@DAL,18.0,1,1,5,5,1,2,K,2023,10.0
1,Jake Moody,SF@LA,14.0,3,3,3,3,1,2,K,2023,12.0
2,Younghoe Koo,GB@ATL,13.0,2,1,4,4,0,2,K,2023,6.0
3,Eddy Pineiro,NO@CAR,13.0,0,0,3,3,2,2,K,2023,9.0
4,Chris Boswell,CLE@PIT,12.0,2,2,2,2,2,2,K,2023,13.0
5,Jake Elliott,MIN@PHI,12.0,4,4,3,2,1,2,K,2023,11.0
6,Brett Maher,SF@LA,11.0,2,2,3,3,0,2,K,2023,10.0
7,Cameron Dicker,LAC@TEN,10.0,1,1,3,3,0,2,K,2023,4.0
8,Nick Folk,LAC@TEN,9.0,3,3,2,2,0,2,K,2023,3.0
9,Wil Lutz,WAS@DEN,9.0,3,3,2,2,0,2,K,2023,8.0
10,Chase McLaughlin,CHI@TB,9.0,3,3,3,2,0,2,K,2023,3.0
11,Brandon McManus,KC@JAX,9.0,0,0,3,3,0,2,K,2023,5.0
12,Joey Slye,WAS@DEN,9.0,3,3,4,2,0,2,K,2023,5.0
13,Justin Tucker,BAL@CIN,9.0,3,3,3,2,0,2,K,2023,7.0
14,Tyler Bass,LV@BUF,8.0,5,5,1,1,0,2,K,2023,15.0
15,Ka'imi Fairbairn,IND@HOU,8.0,2,2,3,2,0,2,K,2023,13.0
16,Blake Grupe,NO@CAR,8.0,2,2,2,2,0,2,K,2023,5.0
17,Dustin Hopkins,CLE@PIT,8.0,0,0,3,2,1,2,K,2023,11.0
18,Matt Prater,NYG@ARI,8.0,2,2,3,2,0,2,K,2023,12.0
19,Graham Gano,NYG@ARI,7.0,4,4,1,1,0,2,K,2023,8.0
20,Matt Gay,IND@HOU,7.0,4,4,1,1,0,2,K,2023,24.0
21,Jason Myers,SEA@DET,7.0,4,4,3,1,0,2,K,2023,17.0
22,Riley Patterson,SEA@DET,7.0,4,4,1,1,0,2,K,2023,8.0
23,Cairo Santos,CHI@TB,7.0,2,2,1,1,1,2,K,2023,4.0
24,Anders Carlson,GB@ATL,6.0,3,3,1,1,0,2,K,2023,4.0
25,Evan McPherson,BAL@CIN,6.0,3,3,1,1,0,2,K,2023,17.0
26,Jason Sanders,MIA@NE,6.0,3,3,3,1,0,2,K,2023,10.0
27,Harrison Butker,KC@JAX,5.0,2,2,1,1,0,2,K,2023,11.0
28,Chad Ryland,MIA@NE,5.0,2,2,1,1,0,2,K,2023,9.0
29,Daniel Carlson,LV@BUF,4.0,1,1,1,1,0,2,K,2023,4.0
30,Greg Joseph,MIN@PHI,4.0,4,4,0,0,0,2,K,2023,6.0
31,Austin Seibert,NYJ@DAL,4.0,1,1,1,1,0,2,K,2023,
0,Matt Gay,IND@BAL,24.0,1,1,5,5,4,3,K,2023,1.0
1,Evan McPherson,LA@CIN,17.0,1,1,5,4,2,3,K,2023,3.0
2,Jason Myers,CAR@SEA,17.0,2,2,5,5,0,3,K,2023,6.0
3,Tyler Bass,BUF@WAS,15.0,4,4,3,3,1,3,K,2023,14.0
4,Chris Boswell,PIT@LV,13.0,2,2,3,3,1,3,K,2023,6.0
5,Ka'imi Fairbairn,HOU@JAX,13.0,4,4,3,3,0,3,K,2023,12.0
6,Jake Moody,NYG@SF,12.0,3,3,3,3,0,3,K,2023,5.0
7,Matt Prater,DAL@ARI,12.0,1,1,3,3,1,3,K,2023,4.0
8,Harrison Butker,CHI@KC,11.0,5,5,2,2,0,3,K,2023,11.0
9,Jake Elliott,PHI@TB,11.0,2,2,3,3,0,3,K,2023,16.0
10,Dustin Hopkins,TEN@CLE,11.0,3,3,2,2,1,3,K,2023,5.0
11,Brandon Aubrey,DAL@ARI,10.0,1,1,3,3,0,3,K,2023,12.0
12,Brett Maher,LA@CIN,10.0,1,1,3,3,0,3,K,2023,15.0
13,Jason Sanders,DEN@MIA,10.0,10,10,0,0,0,3,K,2023,2.0
14,Eddy Pineiro,CAR@SEA,9.0,3,3,3,2,0,3,K,2023,9.0
15,Chad Ryland,NE@NYJ,9.0,1,1,4,2,1,3,K,2023,3.0
16,Graham Gano,NYG@SF,8.0,0,0,2,2,1,3,K,2023,5.0
17,Wil Lutz,DEN@MIA,8.0,2,2,2,2,0,3,K,2023,9.0
18,Riley Patterson,ATL@DET,8.0,2,2,2,2,0,3,K,2023,10.0
19,Justin Tucker,IND@BAL,7.0,2,2,2,1,1,3,K,2023,4.0
20,Greg Joseph,LAC@MIN,6.0,3,3,1,1,0,3,K,2023,3.0
21,Younghoe Koo,ATL@DET,6.0,0,0,3,2,0,3,K,2023,1.0
22,Greg Zuerlein,NE@NYJ,6.0,1,1,1,1,1,3,K,2023,4.0
23,Blake Grupe,NO@GB,5.0,2,2,2,1,0,3,K,2023,9.0
24,Brandon McManus,HOU@JAX,5.0,2,2,3,1,0,3,K,2023,13.0
25,Joey Slye,BUF@WAS,5.0,0,0,1,1,1,3,K,2023,7.0
26,Anders Carlson,NO@GB,4.0,1,1,1,1,0,3,K,2023,8.0
27,Daniel Carlson,PIT@LV,4.0,1,1,1,1,0,3,K,2023,5.0
28,Cameron Dicker,LAC@MIN,4.0,4,4,1,0,0,3,K,2023,6.0
29,Cairo Santos,CHI@KC,4.0,1,1,1,1,0,3,K,2023,4.0
30,Nick Folk,TEN@CLE,3.0,0,0,1,1,0,3,K,2023,11.0
31,Chase McLaughlin,PHI@TB,3.0,0,0,1,1,0,3,K,2023,10.0
0,Jake Elliott,WAS@PHI,16.0,2,2,4,4,1,4,K,2023,11.0
1,Brett Maher,LA@IND,15.0,2,2,5,3,2,4,K,2023,2.0
2,Tyler Bass,MIA@BUF,14.0,6,6,2,2,1,4,K,2023,2.0
3,Brandon McManus,ATL@JAX,13.0,2,2,3,3,1,4,K,2023,5.0
4,Brandon Aubrey,NE@DAL,12.0,3,3,3,3,0,4,K,2023,6.0
5,Ka'imi Fairbairn,PIT@HOU,12.0,3,3,3,3,0,4,K,2023,13.0
6,Harrison Butker,KC@NYJ,11.0,2,2,3,3,0,4,K,2023,9.0
7,Nick Folk,CIN@TEN,11.0,3,3,2,2,1,4,K,2023,12.0
8,Chase McLaughlin,TB@NO,10.0,2,2,2,2,1,4,K,2023,6.0
9,Riley Patterson,DET@GB,10.0,4,4,2,2,0,4,K,2023,6.0
10,Blake Grupe,TB@NO,9.0,0,0,3,3,0,4,K,2023,14.0
11,Wil Lutz,DEN@CHI,9.0,4,4,1,1,1,4,K,2023,7.0
12,Eddy Pineiro,MIN@CAR,9.0,1,1,2,2,1,4,K,2023,6.0
13,Anders Carlson,DET@GB,8.0,0,0,2,2,1,4,K,2023,7.0
14,Joey Slye,WAS@PHI,7.0,4,4,1,1,0,4,K,2023,8.0
15,Chris Boswell,PIT@HOU,6.0,0,0,2,2,0,4,K,2023,9.0
16,Cameron Dicker,LV@LAC,6.0,3,3,1,1,0,4,K,2023,5.0
17,Jason Myers,SEA@NYG,6.0,3,3,2,1,0,4,K,2023,9.0
18,Daniel Carlson,LV@LAC,5.0,2,2,1,1,0,4,K,2023,5.0
19,Graham Gano,SEA@NYG,5.0,0,0,1,1,1,4,K,2023,12.0
20,Dustin Hopkins,BAL@CLE,5.0,0,0,1,1,1,4,K,2023,15.0
21,Jake Moody,ARI@SF,5.0,5,5,0,0,0,4,K,2023,6.0
22,Matt Prater,ARI@SF,4.0,1,1,1,1,0,4,K,2023,2.0
23,Cairo Santos,DEN@CHI,4.0,4,4,0,0,0,4,K,2023,16.0
24,Justin Tucker,BAL@CLE,4.0,4,4,0,0,0,4,K,2023,4.0
25,Greg Zuerlein,KC@NYJ,4.0,1,1,2,1,0,4,K,2023,17.0
26,Greg Joseph,MIN@CAR,3.0,3,3,0,0,0,4,K,2023,8.0
27,Evan McPherson,CIN@TEN,3.0,0,0,1,1,0,4,K,2023,10.0
28,Chad Ryland,NE@DAL,3.0,0,0,2,1,0,4,K,2023,0.0
29,Jason Sanders,MIA@BUF,2.0,2,2,0,0,0,4,K,2023,7.0
30,Matt Gay,LA@IND,1.0,1,1,1,0,0,4,K,2023,11.0
31,Younghoe Koo,ATL@JAX,1.0,1,1,0,0,0,4,K,2023,7.0
0,Greg Zuerlein,NYJ@DEN,17.0,2,2,5,5,0,5,K,2023,12.0
1,Cairo Santos,CHI@WAS,16.0,4,4,4,4,0,5,K,2023,9.0
2,Blake Grupe,NO@NE,14.0,4,4,2,2,2,5,K,2023,7.0
3,Ka'imi Fairbairn,HOU@ATL,13.0,1,1,4,4,0,5,K,2023,8.0
4,Nick Folk,TEN@IND,12.0,1,1,3,3,1,5,K,2023,10.0
5,Graham Gano,NYG@MIA,12.0,1,1,4,3,1,5,K,2023,9.0
6,Jake Elliott,PHI@LA,11.0,2,2,3,3,0,5,K,2023,2.0
7,Matt Gay,TEN@IND,11.0,2,2,3,3,0,5,K,2023,10.0
8,Evan McPherson,CIN@ARI,10.0,4,4,2,2,0,5,K,2023,7.0
9,Chris Boswell,BAL@PIT,9.0,0,0,3,3,0,5,K,2023,8.0
10,Harrison Butker,KC@MIN,9.0,3,3,2,2,0,5,K,2023,17.0
11,Greg Joseph,KC@MIN,8.0,2,2,2,2,0,5,K,2023,11.0
12,Joey Slye,CHI@WAS,8.0,0,0,3,2,1,5,K,2023,6.0
13,Anders Carlson,GB@LV,7.0,1,1,2,2,0,5,K,2023,5.0
14,Younghoe Koo,HOU@ATL,7.0,1,1,2,2,0,5,K,2023,4.0
15,Wil Lutz,NYJ@DEN,7.0,1,1,2,2,0,5,K,2023,15.0
16,Jason Sanders,NYG@MIA,7.0,4,4,1,1,0,5,K,2023,6.0
17,Brandon Aubrey,DAL@SF,6.0,1,1,1,1,1,5,K,2023,8.0
18,Jake Moody,DAL@SF,6.0,6,6,0,0,0,5,K,2023,5.0
19,Riley Patterson,CAR@DET,6.0,6,6,0,0,0,5,K,2023,8.0
20,Eddy Pineiro,CAR@DET,6.0,3,3,1,1,0,5,K,2023,3.0
21,Daniel Carlson,GB@LV,5.0,2,2,3,1,0,5,K,2023,13.0
22,Brandon McManus,JAX@BUF,5.0,2,2,1,1,0,5,K,2023,15.0
23,Justin Tucker,BAL@PIT,4.0,1,1,1,1,0,5,K,2023,18.0
24,Tyler Bass,JAX@BUF,2.0,2,2,0,0,0,5,K,2023,2.0
25,Brett Maher,PHI@LA,2.0,2,2,0,0,0,5,K,2023,14.0
26,Matt Prater,CIN@ARI,2.0,3,2,0,0,0,5,K,2023,11.0
27,Chad Ryland,NO@NE,0.0,0,0,1,0,0,5,K,2023,5.0
0,Justin Tucker,BAL@TEN,18.0,1,0,6,6,0,6,K,2023,8.0
1,Harrison Butker,DEN@KC,17.0,1,1,4,4,2,6,K,2023,7.0
2,Dustin Hopkins,SF@CLE,15.0,1,1,5,4,1,6,K,2023,21.0
3,Brandon McManus,IND@JAX,15.0,4,4,3,3,1,6,K,2023,7.0
4,Brett Maher,ARI@LA,14.0,2,2,4,4,0,6,K,2023,3.0
5,Daniel Carlson,NE@LV,13.0,1,1,4,4,0,6,K,2023,6.0
6,Greg Zuerlein,PHI@NYJ,12.0,0,0,4,4,0,6,K,2023,7.0
7,Greg Joseph,MIN@CHI,11.0,2,1,3,2,2,6,K,2023,12.0
8,Matt Prater,ARI@LA,11.0,0,0,3,3,1,6,K,2023,4.0
9,Nick Folk,BAL@TEN,10.0,1,1,3,3,0,6,K,2023,4.0
10,Matt Gay,IND@JAX,10.0,2,2,2,2,1,6,K,2023,8.0
11,Graham Gano,NYG@BUF,9.0,0,0,3,3,0,6,K,2023,2.0
12,Jason Myers,SEA@CIN,9.0,1,1,2,2,1,6,K,2023,8.0
13,Cairo Santos,MIN@CHI,9.0,1,1,2,2,1,6,K,2023,8.0
14,Brandon Aubrey,DAL@LAC,8.0,2,2,2,2,0,6,K,2023,13.0
15,Ka'imi Fairbairn,NO@HOU,8.0,2,2,2,2,0,6,K,2023,1.0
16,Riley Patterson,DET@TB,8.0,2,2,3,2,0,6,K,2023,16.0
17,Blake Grupe,NO@HOU,7.0,1,1,4,2,0,6,K,2023,10.0
18,Evan McPherson,SEA@CIN,7.0,2,2,1,1,1,6,K,2023,9.0
19,Chase McLaughlin,DET@TB,6.0,0,0,2,2,0,6,K,2023,7.0
20,Jason Sanders,CAR@MIA,6.0,6,6,0,0,0,6,K,2023,5.0
21,Joey Slye,WAS@ATL,6.0,3,3,1,1,0,6,K,2023,1.0
22,Cameron Dicker,DAL@LAC,5.0,2,2,1,1,0,6,K,2023,7.0
23,Jake Moody,SF@CLE,5.0,2,2,3,1,0,6,K,2023,7.0
24,Chad Ryland,NE@LV,5.0,2,2,1,1,0,6,K,2023,11.0
25,Younghoe Koo,WAS@ATL,4.0,1,1,1,1,0,6,K,2023,12.0
26,Eddy Pineiro,CAR@MIA,3.0,3,3,1,0,0,6,K,2023,9.0
27,Tyler Bass,NYG@BUF,2.0,2,2,2,0,0,6,K,2023,5.0
28,Jake Elliott,PHI@NYJ,2.0,2,2,1,0,0,6,K,2023,7.0
0,Dustin Hopkins,CLE@IND,21.0,3,3,4,4,3,7,K,2023,8.0
1,Wil Lutz,GB@DEN,15.0,1,1,4,4,1,7,K,2023,6.0
2,Greg Joseph,SF@MIN,12.0,2,1,4,3,1,7,K,2023,6.0
3,Younghoe Koo,ATL@TB,12.0,1,1,3,3,1,7,K,2023,11.0
4,Chad Ryland,BUF@NE,11.0,2,2,3,3,0,7,K,2023,5.0
5,Blake Grupe,JAX@NO,10.0,1,1,4,3,0,7,K,2023,8.0
6,Chris Boswell,PIT@LA,8.0,3,3,1,1,1,7,K,2023,4.0
7,Matt Gay,CLE@IND,8.0,5,5,2,1,0,7,K,2023,9.0
8,Jason Myers,ARI@SEA,8.0,2,2,2,2,0,7,K,2023,6.0
9,Cairo Santos,LV@CHI,8.0,4,3,1,1,1,7,K,2023,1.0
10,Justin Tucker,DET@BAL,8.0,5,5,1,1,0,7,K,2023,7.0
11,Harrison Butker,LAC@KC,7.0,4,4,1,1,0,7,K,2023,11.0
12,Cameron Dicker,LAC@KC,7.0,2,2,1,1,1,7,K,2023,14.0
13,Jake Elliott,MIA@PHI,7.0,4,4,1,1,0,7,K,2023,10.0
14,Chase McLaughlin,ATL@TB,7.0,1,1,2,2,0,7,K,2023,6.0
15,Brandon McManus,JAX@NO,7.0,4,4,1,1,0,7,K,2023,16.0
16,Jake Moody,SF@MIN,7.0,2,2,2,1,1,7,K,2023,5.0
17,Daniel Carlson,LV@CHI,6.0,0,0,3,2,0,7,K,2023,2.0
18,Tyler Bass,BUF@NE,5.0,2,2,2,1,0,7,K,2023,6.0
19,Anders Carlson,GB@DEN,5.0,2,2,2,1,0,7,K,2023,4.0
20,Jason Sanders,MIA@PHI,5.0,2,2,1,1,0,7,K,2023,7.0
21,Matt Prater,ARI@SEA,4.0,1,1,2,1,0,7,K,2023,4.0
22,Brett Maher,PIT@LA,3.0,1,0,3,1,0,7,K,2023,1.0
23,Graham Gano,WAS@NYG,2.0,2,2,1,0,0,7,K,2023,4.0
24,Joey Slye,WAS@NYG,1.0,1,1,1,0,0,7,K,2023,9.0
0,Brandon McManus,JAX@PIT,16.0,0,0,4,4,2,8,K,2023,3.0
1,Riley Patterson,LV@DET,16.0,2,2,5,4,1,8,K,2023,11.0
2,Cameron Dicker,CHI@LAC,14.0,3,3,3,3,1,8,K,2023,11.0
3,Brandon Aubrey,LA@DAL,13.0,5,5,2,2,1,8,K,2023,7.0
4,Harrison Butker,KC@DEN,11.0,0,0,3,3,1,8,K,2023,3.0
5,Younghoe Koo,ATL@TEN,11.0,2,2,3,3,0,8,K,2023,18.0
6,Jake Elliott,PHI@WAS,10.0,5,5,1,1,1,8,K,2023,4.0
7,Matt Gay,NO@IND,9.0,3,3,2,2,0,8,K,2023,11.0
8,Evan McPherson,CIN@SF,9.0,4,4,2,1,1,8,K,2023,6.0
9,Eddy Pineiro,HOU@CAR,9.0,1,0,3,3,0,8,K,2023,7.0
10,Joey Slye,PHI@WAS,9.0,4,4,1,1,1,8,K,2023,8.0
11,Blake Grupe,NO@IND,8.0,5,5,1,1,0,8,K,2023,8.0
12,Dustin Hopkins,CLE@SEA,8.0,2,2,2,2,0,8,K,2023,9.0
13,Jason Sanders,NE@MIA,7.0,4,4,1,1,0,8,K,2023,2.0
14,Justin Tucker,BAL@ARI,7.0,4,4,2,1,0,8,K,2023,13.0
15,Greg Zuerlein,NYJ@NYG,7.0,1,1,2,2,0,8,K,2023,6.0
16,Tyler Bass,TB@BUF,6.0,3,3,1,1,0,8,K,2023,4.0
17,Lucas Havrisik,LA@DAL,6.0,0,0,2,2,0,8,K,2023,5.0
18,Greg Joseph,MIN@GB,6.0,3,3,3,1,0,8,K,2023,11.0
